N,P,K,temperature,humidity,ph,rainfall,season,location,label
29.17,22.33,30.51,32.21,45.6,5.65,83.33,Annual,Maharashtra,mango
24.28,24.27,22.62,24.23,95.3,5.51,201.36,Annual,West Bengal,coconut
100.04,32.76,52.72,25.07,84.27,6.73,41.17,Zaid,Uttar Pradesh,watermelon
78.71,26.86,76.8,22.85,56.9,5.6,20.52,Rabi,Madhya Pradesh,onion
89.11,43.04,62.1,17.84,63.24,7.07,52.1,Rabi,Madhya Pradesh,onion
28.94,65.79,81.38,23.78,17.82,7.91,75.16,Rabi,Uttar Pradesh,chickpea
44.85,69.04,69.87,14.6,22.23,7.39,97.99,Rabi,Maharashtra,chickpea
70.26,30.96,31.29,22.39,70.43,6.19,57.3,Kharif,Madhya Pradesh,sorghum
86.71,24.91,52.71,30.56,90.69,6.5,22.87,Zaid,Uttar Pradesh,muskmelon
86.21,68.36,53.66,28.21,75.68,6.44,153.12,Annual,Telangana,banana
48.85,26.86,20.89,30.12,52.92,6.42,15.0,Kharif,Andhra Pradesh,pearlmillet
76.81,44.46,45.87,17.56,53.07,6.46,53.44,Rabi,Uttar Pradesh,spinach
115.62,74.83,114.88,13.08,70.79,5.18,35.47,Rabi,Punjab,potato
30.36,51.26,45.91,25.86,67.5,6.15,118.61,Kharif,Madhya Pradesh,soybean
128.12,80.4,62.36,15.52,70.5,6.5,61.38,Rabi,West Bengal,cauliflower
88.88,31.55,23.0,20.58,62.33,6.79,39.55,Rabi,West Bengal,mustard
67.77,60.6,62.13,12.84,55.21,6.32,27.98,Rabi,Kerala,garlic
23.7,27.02,39.65,22.11,73.21,6.73,111.22,Annual,Madhya Pradesh,guava
47.28,30.85,11.76,26.65,54.5,7.36,24.22,Kharif,Maharashtra,pearlmillet
123.05,92.01,66.54,20.2,69.01,5.92,65.43,Rabi,Uttar Pradesh,cauliflower
64.05,42.0,7.51,26.17,71.2,5.71,56.58,Kharif,Andhra Pradesh,maize
79.73,10.97,48.68,24.79,91.61,6.68,15.0,Zaid,Punjab,muskmelon
89.26,50.84,35.33,25.81,82.73,6.7,156.43,Kharif,Telangana,jute
92.91,50.12,60.1,21.45,51.92,6.73,61.21,Kharif,Uttar Pradesh,tomato
25.6,127.54,210.0,23.31,83.61,5.92,82.92,Annual,Maharashtra,grapes
64.65,22.81,30.33,29.07,49.72,6.88,29.0,Kharif,Tamil Nadu,pearlmillet
124.91,40.72,38.57,12.43,59.13,5.9,49.57,Rabi,Karnataka,cabbage
86.48,59.44,52.54,32.79,62.81,6.38,58.29,Kharif,Madhya Pradesh,brinjal
31.79,37.22,31.84,29.58,56.3,6.65,59.91,Kharif,Uttar Pradesh,mothbeans
111.48,32.03,18.43,23.64,80.88,7.16,89.31,Kharif,Andhra Pradesh,cotton
100.36,40.73,41.59,26.88,80.45,6.38,203.52,Kharif,Andhra Pradesh,rice
37.02,32.86,75.82,23.37,86.63,6.4,228.55,Annual,Karnataka,cardamom
29.38,131.98,205.75,23.33,72.29,5.91,64.37,Annual,Kerala,grapes
19.03,141.64,210.0,25.12,83.8,6.11,70.14,Annual,Uttar Pradesh,grapes
67.16,48.79,54.0,18.62,50.1,5.81,45.63,Rabi,Uttar Pradesh,garlic
67.86,46.77,14.05,21.91,55.45,6.75,100.84,Kharif,Andhra Pradesh,maize
70.59,47.22,33.45,25.85,70.73,6.29,54.96,Zaid,Karnataka,cucumber
88.16,39.87,52.15,22.29,60.91,6.18,60.09,Kharif,Uttar Pradesh,tomato
48.52,48.67,32.11,22.56,62.81,7.01,82.98,Kharif,Tamil Nadu,fingermillet
90.12,113.55,52.36,20.42,81.91,5.61,134.12,Annual,Madhya Pradesh,banana
131.57,50.5,20.94,23.98,81.55,6.4,95.6,Kharif,Maharashtra,cotton
11.71,51.67,31.14,28.05,89.98,6.78,73.81,Kharif,Andhra Pradesh,mungbean
56.42,54.8,93.51,20.97,52.96,6.53,69.54,Rabi,Karnataka,carrot
35.07,77.54,26.34,17.64,42.8,7.16,54.8,Rabi,Punjab,peas
20.21,26.59,0.0,23.38,90.41,6.06,133.17,Annual,Madhya Pradesh,orange
80.86,58.35,96.54,21.9,83.83,5.73,166.5,Kharif,Tamil Nadu,turmeric
86.67,69.23,65.88,25.3,86.66,6.19,70.9,Kharif,Andhra Pradesh,brinjal
102.31,76.24,62.75,19.43,68.27,6.92,64.45,Rabi,West Bengal,cauliflower
36.16,14.64,17.63,18.44,43.91,5.88,39.32,Rabi,Karnataka,coriander
65.93,59.56,97.01,26.47,78.29,6.14,146.53,Kharif,Tamil Nadu,turmeric
36.39,60.86,48.57,22.72,56.57,5.9,69.31,Kharif,Karnataka,groundnut
65.57,49.67,53.21,11.0,63.11,6.31,36.6,Rabi,West Bengal,garlic
62.89,47.94,29.06,14.06,45.47,6.39,38.44,Rabi,West Bengal,mustard
108.09,62.63,64.9,26.35,34.66,5.85,80.61,Kharif,Karnataka,brinjal
32.07,25.73,31.8,29.5,92.43,6.89,181.02,Annual,Tamil Nadu,coconut
9.94,72.73,14.13,18.96,19.64,6.05,107.36,Kharif,Madhya Pradesh,kidneybeans
17.9,9.04,35.7,25.51,88.49,6.64,198.18,Annual,Maharashtra,coconut
62.8,17.87,33.01,24.34,75.2,7.35,77.07,Kharif,Telangana,fingermillet
40.86,44.37,6.94,33.13,33.93,6.72,47.59,Kharif,Maharashtra,pearlmillet
33.5,45.05,18.3,23.54,56.36,6.18,29.47,Rabi,Punjab,fenugreek
82.97,50.53,48.26,26.31,52.71,6.56,46.93,Kharif,West Bengal,okra
33.96,44.52,22.58,22.87,62.59,7.69,78.69,Kharif,Andhra Pradesh,blackgram
106.74,74.79,69.53,18.66,79.08,5.82,45.82,Rabi,West Bengal,cabbage
94.58,64.75,51.34,21.49,62.03,6.08,55.44,Kharif,Maharashtra,tomato
34.0,78.55,4.1,20.94,39.54,5.0,151.33,Kharif,Karnataka,pigeonpeas
54.6,51.79,35.23,21.19,76.1,6.69,177.54,Kharif,West Bengal,jute
43.79,40.46,65.3,26.0,19.41,6.92,71.59,Rabi,Maharashtra,chickpea
108.84,48.15,39.92,32.28,64.62,6.41,27.97,Kharif,Karnataka,brinjal
33.3,29.08,35.34,27.07,94.28,5.9,203.33,Annual,Karnataka,coconut
22.1,6.46,43.49,24.95,95.32,5.49,161.67,Annual,Andhra Pradesh,coconut
12.09,11.65,30.02,24.64,89.03,6.09,133.27,Annual,Karnataka,pomegranate
118.03,66.0,48.03,19.36,61.44,5.81,53.29,Rabi,West Bengal,cabbage
14.65,68.55,22.5,17.24,25.47,6.19,111.55,Kharif,Uttar Pradesh,kidneybeans
12.72,5.66,24.75,27.97,91.87,6.29,172.02,Annual,Kerala,coconut
121.04,55.09,46.15,18.1,61.87,7.14,60.46,Rabi,Madhya Pradesh,wheat
91.13,12.57,71.99,24.86,88.01,3.9,219.91,Annual,West Bengal,tea
18.46,10.1,55.28,17.52,91.71,6.16,101.21,Annual,Maharashtra,pomegranate
145.43,61.14,118.58,28.82,70.42,6.94,111.74,Annual,Uttar Pradesh,sugarcane
61.73,41.26,20.33,28.3,64.08,6.78,69.9,Kharif,Karnataka,sorghum
136.19,66.53,79.42,24.74,69.79,5.67,47.86,Rabi,Uttar Pradesh,cauliflower
90.66,49.11,30.25,26.26,60.14,6.07,51.22,Rabi,West Bengal,spinach
115.24,48.3,36.85,15.57,58.35,5.84,77.83,Rabi,Punjab,wheat
27.73,66.17,10.47,22.16,68.81,6.17,41.52,Rabi,Tamil Nadu,lentil
42.61,56.19,103.85,23.25,74.5,5.73,146.91,Kharif,Madhya Pradesh,ginger
150.0,50.4,107.74,29.98,83.47,6.26,119.12,Annual,Maharashtra,sugarcane
94.31,57.57,25.18,24.55,45.55,6.42,49.42,Rabi,West Bengal,spinach
66.09,50.9,34.49,24.17,69.66,6.3,26.28,Zaid,Karnataka,cucumber
16.36,83.31,24.18,18.53,65.9,7.19,56.59,Rabi,Uttar Pradesh,lentil
78.18,46.86,38.98,22.32,62.71,5.13,51.4,Zaid,Karnataka,cucumber
113.18,75.98,71.31,15.76,76.71,6.83,65.91,Rabi,Karnataka,cauliflower
64.81,70.88,91.32,19.95,68.8,6.12,51.21,Rabi,Uttar Pradesh,carrot
58.36,56.95,44.87,22.82,43.72,6.69,66.85,Zaid,Telangana,sunflower
98.29,23.3,29.39,18.51,54.22,6.64,150.19,Annual,Karnataka,coffee
87.91,60.82,3.36,25.76,90.55,6.97,85.82,Kharif,Punjab,cotton
90.83,38.96,24.58,13.02,46.9,6.23,26.28,Rabi,West Bengal,mustard
113.8,72.17,69.47,17.68,84.59,5.66,54.94,Rabi,West Bengal,cauliflower
61.46,54.57,73.31,14.17,58.38,5.25,36.06,Rabi,Madhya Pradesh,garlic
16.8,113.88,210.0,19.97,84.73,6.17,83.77,Annual,Maharashtra,grapes
35.93,24.6,63.33,30.49,86.8,6.04,227.06,Annual,Telangana,blackpepper
28.03,43.39,28.36,19.63,34.73,7.2,15.0,Rabi,Punjab,fenugreek
44.5,45.74,17.3,28.32,50.07,5.89,84.66,Kharif,Andhra Pradesh,fingermillet
30.3,63.86,32.18,13.1,55.49,6.57,41.78,Rabi,Madhya Pradesh,peas
121.73,8.52,40.35,31.37,92.11,6.13,30.52,Zaid,Punjab,muskmelon
90.05,37.5,37.64,24.45,80.65,6.91,226.06,Kharif,West Bengal,rice
109.08,56.56,85.64,19.15,74.79,6.2,56.65,Rabi,Uttar Pradesh,cabbage
91.13,53.09,48.39,34.61,49.38,5.81,78.94,Kharif,West Bengal,brinjal
29.96,68.18,6.46,26.83,81.29,6.79,50.2,Kharif,Uttar Pradesh,mungbean
33.78,42.8,23.64,32.37,56.0,7.52,31.37,Kharif,Kerala,mothbeans
56.72,41.83,27.39,31.6,56.72,6.58,33.8,Kharif,Maharashtra,pearlmillet
116.98,79.85,48.23,29.08,76.66,5.71,112.64,Annual,Maharashtra,banana
25.06,62.03,16.54,17.4,74.05,6.76,65.59,Rabi,Kerala,lentil
12.79,75.41,14.63,16.57,16.2,5.97,128.16,Kharif,Uttar Pradesh,kidneybeans
56.74,39.35,61.61,20.84,57.18,6.51,75.72,Zaid,Karnataka,sunflower
37.76,42.51,68.2,20.1,78.22,6.06,217.62,Annual,Karnataka,cardamom
114.15,12.35,39.57,29.94,88.49,6.89,56.82,Zaid,Karnataka,watermelon
33.33,34.78,71.48,19.62,84.83,5.16,201.6,Annual,Kerala,cardamom
87.69,56.31,44.03,26.1,81.32,7.08,207.61,Kharif,West Bengal,jute
96.22,18.78,45.12,31.07,83.74,6.73,39.96,Zaid,Kerala,watermelon
19.57,21.99,34.59,19.04,97.65,5.44,110.57,Annual,Karnataka,pomegranate
13.54,41.46,16.06,23.63,46.49,6.93,68.99,Kharif,Maharashtra,mothbeans
73.62,46.77,49.58,17.25,69.48,6.24,27.47,Rabi,Madhya Pradesh,garlic
41.92,75.4,13.51,19.77,16.55,5.12,98.03,Kharif,Punjab,kidneybeans
39.5,27.62,15.15,23.35,60.42,6.15,38.71,Rabi,Andhra Pradesh,coriander
98.25,62.57,27.58,31.75,71.85,6.19,49.97,Zaid,Karnataka,cucumber
52.03,30.91,23.33,21.77,71.75,6.07,65.97,Kharif,Karnataka,fingermillet
75.49,47.27,55.6,18.05,96.2,4.71,171.34,Annual,West Bengal,tea
47.01,35.4,26.75,35.23,43.96,6.89,35.44,Kharif,Maharashtra,pearlmillet
72.54,68.29,69.92,16.6,51.61,6.55,68.31,Rabi,Uttar Pradesh,garlic
133.92,76.07,94.56,19.03,61.37,5.55,25.72,Rabi,Andhra Pradesh,potato
50.67,55.34,44.32,23.63,39.64,6.79,47.97,Zaid,Maharashtra,sunflower
150.0,58.97,121.13,23.48,74.4,6.51,145.91,Annual,Maharashtra,sugarcane
79.18,42.54,21.92,17.3,57.89,6.44,47.16,Rabi,Kerala,mustard
104.35,21.31,45.3,16.84,88.68,4.42,236.47,Annual,Madhya Pradesh,tea
17.57,67.43,42.86,23.0,53.97,6.29,57.97,Rabi,Uttar Pradesh,peas
32.96,82.28,23.12,25.79,41.64,5.65,166.31,Kharif,Madhya Pradesh,pigeonpeas
71.89,19.24,55.23,23.35,57.46,7.15,41.11,Rabi,Uttar Pradesh,mustard
99.43,15.32,43.89,27.85,94.22,6.57,44.87,Zaid,Karnataka,muskmelon
109.34,70.46,79.84,18.36,63.12,6.12,42.54,Rabi,Punjab,cauliflower
128.8,28.26,23.78,25.55,73.37,6.42,92.08,Kharif,Telangana,cotton
52.64,23.43,24.36,36.41,41.95,6.72,49.57,Kharif,Maharashtra,pearlmillet
24.06,130.98,204.08,24.27,74.05,5.14,64.4,Annual,Madhya Pradesh,grapes
150.0,59.57,134.28,25.7,69.78,7.37,122.85,Annual,Uttar Pradesh,sugarcane
81.94,38.32,47.07,24.62,72.01,7.03,203.32,Kharif,West Bengal,jute
12.11,122.64,210.0,29.21,83.19,5.23,51.88,Annual,Maharashtra,grapes
24.93,78.57,29.46,27.58,69.17,6.99,73.63,Kharif,Telangana,blackgram
20.49,71.68,8.57,21.28,71.11,7.39,49.5,Rabi,West Bengal,lentil
67.3,61.37,47.12,24.03,58.71,6.07,46.58,Zaid,Andhra Pradesh,sunflower
22.96,67.95,19.77,17.84,24.68,5.53,86.05,Kharif,Uttar Pradesh,kidneybeans
7.73,25.14,26.74,30.63,52.02,6.5,63.01,Annual,Maharashtra,mango
24.34,104.25,10.46,15.93,23.51,6.0,144.0,Kharif,Madhya Pradesh,kidneybeans
49.9,21.11,17.58,28.03,52.38,6.64,31.3,Kharif,Karnataka,pearlmillet
28.38,132.48,196.73,28.78,72.31,5.73,88.49,Annual,Maharashtra,grapes
6.0,19.54,28.86,20.98,90.55,6.49,86.92,Annual,Telangana,pomegranate
83.36,47.96,30.04,17.45,68.04,6.05,55.28,Rabi,Uttar Pradesh,spinach
89.11,31.57,38.9,18.23,84.92,5.41,207.43,Annual,Kerala,tea
36.27,140.45,210.0,17.63,86.14,6.08,149.1,Rabi,Maharashtra,apple
87.13,35.73,75.57,23.94,65.34,6.78,59.45,Kharif,Uttar Pradesh,okra
111.65,30.39,23.18,27.15,48.38,6.75,122.34,Annual,Karnataka,coffee
67.73,44.35,87.07,26.16,88.65,5.87,187.3,Kharif,West Bengal,ginger
112.81,77.01,57.84,29.81,81.37,6.86,61.88,Annual,Madhya Pradesh,banana
24.67,63.39,10.92,16.58,63.07,7.23,63.88,Rabi,Madhya Pradesh,lentil
52.89,53.31,37.87,33.88,91.53,6.67,151.56,Annual,Tamil Nadu,papaya
27.41,68.77,30.31,15.94,62.03,6.22,77.65,Rabi,Punjab,peas
114.99,51.31,24.08,24.06,81.8,7.08,78.16,Kharif,Punjab,cotton
72.24,54.26,62.27,21.67,63.6,5.87,83.58,Kharif,Andhra Pradesh,okra
32.49,29.78,60.03,24.72,78.92,6.0,168.11,Annual,West Bengal,blackpepper
31.02,34.87,33.84,33.58,68.14,7.17,46.73,Kharif,Tamil Nadu,blackgram
86.69,52.87,27.89,28.7,80.27,5.95,46.3,Zaid,West Bengal,cucumber
113.26,62.66,72.99,19.9,60.31,5.99,32.26,Rabi,Punjab,cauliflower
96.34,80.66,59.29,22.01,80.26,5.46,97.64,Annual,Tamil Nadu,banana
106.01,49.39,36.99,19.29,50.89,6.68,114.01,Rabi,Tamil Nadu,wheat
126.6,48.92,47.4,22.91,61.96,5.98,65.72,Rabi,Uttar Pradesh,wheat
13.32,29.42,12.25,19.61,83.79,6.64,123.92,Annual,Uttar Pradesh,orange
22.63,40.66,23.41,24.74,88.17,7.39,74.47,Kharif,Maharashtra,mungbean
34.17,19.61,27.02,16.52,58.63,6.32,64.22,Rabi,Madhya Pradesh,coriander
57.59,46.07,60.24,11.6,50.13,6.81,51.4,Rabi,Madhya Pradesh,garlic
38.05,32.05,20.57,20.26,51.57,6.21,44.39,Rabi,Uttar Pradesh,fenugreek
71.76,47.08,29.96,22.29,54.4,6.82,48.9,Zaid,Karnataka,sunflower
18.63,75.26,9.39,26.12,43.44,5.73,175.45,Kharif,Uttar Pradesh,pigeonpeas
30.02,34.48,16.1,27.72,59.86,7.08,53.0,Kharif,Tamil Nadu,sesame
44.98,45.31,5.36,28.63,63.31,7.24,60.26,Kharif,Maharashtra,blackgram
49.63,15.29,32.22,20.93,57.11,5.77,58.41,Kharif,Andhra Pradesh,fingermillet
105.03,25.5,29.14,28.47,62.04,6.57,151.28,Annual,Madhya Pradesh,coffee
39.64,33.39,62.86,21.93,85.82,6.05,271.22,Annual,Kerala,cardamom
108.72,61.32,17.61,26.72,84.26,6.68,54.33,Kharif,Telangana,cotton
136.81,58.8,59.35,13.74,65.48,6.35,72.8,Rabi,Punjab,cauliflower
106.7,47.96,78.95,15.41,77.68,6.75,57.52,Rabi,Uttar Pradesh,cabbage
103.71,21.96,53.25,31.79,89.73,6.16,35.38,Zaid,Uttar Pradesh,muskmelon
32.03,51.84,25.89,20.85,61.41,7.81,70.11,Kharif,Andhra Pradesh,blackgram
52.18,51.87,44.86,31.93,90.71,6.58,88.98,Annual,Andhra Pradesh,papaya
41.85,73.16,16.1,31.48,50.66,6.58,39.03,Kharif,Maharashtra,blackgram
103.4,30.72,27.28,29.04,57.07,7.64,174.58,Annual,West Bengal,coffee
81.31,18.77,65.26,26.64,85.24,4.96,216.27,Annual,Kerala,tea
98.59,37.55,44.19,19.8,66.8,6.21,62.13,Rabi,Uttar Pradesh,spinach
94.91,40.1,10.38,23.37,86.23,6.76,82.03,Kharif,Maharashtra,cotton
97.98,61.84,68.6,27.06,70.82,6.72,50.76,Kharif,Andhra Pradesh,tomato
83.25,42.46,17.86,26.12,77.78,6.83,199.74,Kharif,West Bengal,jute
89.81,62.29,52.73,28.51,63.66,6.55,66.27,Kharif,Karnataka,brinjal
79.31,36.2,62.82,25.89,86.43,6.0,222.56,Kharif,Andhra Pradesh,rice
24.39,26.83,22.72,24.27,43.32,6.67,57.45,Kharif,Telangana,sesame
150.0,56.09,133.05,28.57,77.41,6.05,130.99,Annual,Kerala,sugarcane
76.6,30.82,66.74,18.59,43.12,6.37,52.45,Rabi,Madhya Pradesh,garlic
7.14,4.78,39.32,24.29,97.56,5.93,174.19,Annual,Tamil Nadu,coconut
23.99,84.71,22.83,29.58,55.19,5.22,121.1,Kharif,Maharashtra,pigeonpeas
31.15,145.74,209.47,31.83,78.3,5.94,66.78,Annual,Maharashtra,grapes
16.22,19.77,0.0,20.31,93.6,6.47,99.21,Annual,Maharashtra,orange
96.63,43.73,83.07,18.55,66.7,6.04,75.12,Kharif,Maharashtra,tomato
78.74,41.25,34.18,19.84,44.82,6.18,46.11,Rabi,Uttar Pradesh,mustard
37.31,32.93,63.81,24.23,84.89,6.0,224.76,Annual,Kerala,cardamom
29.21,45.46,75.82,23.06,27.13,7.69,45.63,Rabi,Madhya Pradesh,chickpea
86.83,39.67,36.47,27.85,58.62,6.16,62.21,Zaid,Maharashtra,cucumber
37.24,32.92,66.91,21.49,84.26,5.8,205.29,Annual,Telangana,blackpepper
18.44,67.73,32.01,15.74,57.59,7.34,58.23,Rabi,Uttar Pradesh,peas
95.91,69.86,61.16,25.86,67.33,6.6,47.89,Kharif,Maharashtra,tomato
22.81,12.8,26.83,24.44,88.2,6.41,92.8,Annual,Karnataka,pomegranate
69.64,16.64,32.38,32.52,50.28,6.41,43.93,Kharif,Maharashtra,pearlmillet
36.28,10.05,35.17,21.33,77.51,6.62,86.26,Annual,Madhya Pradesh,guava
8.23,73.56,13.83,13.05,14.26,5.8,88.51,Kharif,Uttar Pradesh,kidneybeans
76.59,48.02,113.16,23.94,81.74,5.58,145.64,Kharif,Maharashtra,ginger
21.24,52.89,41.43,29.37,58.43,6.03,105.14,Kharif,Madhya Pradesh,soybean
121.02,71.2,77.02,18.92,75.63,6.33,56.85,Rabi,West Bengal,cauliflower
28.85,12.29,21.34,25.99,59.31,6.21,130.98,Annual,Uttar Pradesh,guava
86.37,62.2,53.36,20.86,59.58,6.7,72.08,Kharif,Andhra Pradesh,brinjal
99.48,27.99,21.89,26.51,81.43,7.24,90.51,Kharif,Punjab,cotton
19.24,39.25,17.78,27.23,63.6,6.84,29.81,Kharif,Karnataka,sesame
26.34,118.78,195.17,16.42,94.38,6.4,130.21,Rabi,Kerala,apple
96.14,44.85,38.25,21.64,66.87,5.81,23.34,Rabi,West Bengal,spinach
24.54,53.85,61.06,24.55,60.77,6.04,66.19,Kharif,Tamil Nadu,groundnut
101.26,62.11,57.88,20.86,43.08,6.43,99.67,Rabi,Punjab,wheat
24.42,35.93,38.99,31.91,67.23,6.89,63.75,Kharif,Tamil Nadu,groundnut
82.09,23.14,25.91,20.48,61.26,6.16,45.88,Rabi,Kerala,mustard
29.32,30.32,7.12,26.75,45.41,6.1,43.78,Rabi,Madhya Pradesh,fenugreek
40.47,29.2,20.93,31.13,40.28,6.52,25.35,Kharif,Tamil Nadu,pearlmillet
86.84,14.58,27.07,24.52,95.13,6.54,15.0,Zaid,Uttar Pradesh,muskmelon
40.88,30.03,26.83,33.94,48.63,7.08,40.86,Kharif,Madhya Pradesh,pearlmillet
107.92,64.16,64.78,26.81,63.46,6.56,44.89,Kharif,Karnataka,brinjal
116.19,104.57,48.03,25.17,70.23,6.25,91.25,Annual,Tamil Nadu,banana
71.94,45.57,33.14,14.21,49.87,6.28,48.14,Rabi,Uttar Pradesh,mustard
39.89,43.07,20.88,23.94,70.55,6.98,97.77,Kharif,Karnataka,blackgram
29.73,13.94,26.51,29.88,90.68,5.22,153.3,Annual,Kerala,coconut
36.52,26.66,47.99,23.29,91.1,6.23,184.0,Annual,Kerala,blackpepper
128.97,51.85,15.74,24.76,72.08,6.89,50.79,Kharif,Telangana,cotton
6.26,14.88,8.65,26.38,87.48,6.37,118.1,Annual,Madhya Pradesh,orange
7.45,13.92,48.05,22.87,70.67,6.3,104.0,Annual,Tamil Nadu,guava
150.0,61.64,123.43,29.51,83.76,6.6,145.22,Annual,Andhra Pradesh,sugarcane
0.0,69.59,40.56,20.97,45.59,5.8,136.12,Kharif,Kerala,pigeonpeas
22.74,18.73,31.47,22.18,94.25,5.84,196.6,Annual,Andhra Pradesh,coconut
131.81,70.56,48.46,13.34,53.51,6.6,60.3,Rabi,Madhya Pradesh,wheat
6.71,60.75,11.73,30.95,50.87,5.48,152.18,Kharif,Karnataka,pigeonpeas
49.75,80.72,90.49,24.33,21.4,7.43,76.79,Rabi,Madhya Pradesh,chickpea
91.1,35.92,31.68,26.53,77.46,6.98,216.93,Kharif,West Bengal,jute
71.94,89.9,41.03,29.07,76.55,5.88,91.56,Annual,Madhya Pradesh,banana
100.35,30.44,39.08,23.78,63.09,6.54,66.77,Zaid,Maharashtra,cucumber
35.75,29.17,32.88,26.32,48.53,6.19,33.68,Kharif,Karnataka,mothbeans
74.03,26.36,38.33,28.62,53.75,7.07,150.06,Annual,Andhra Pradesh,coffee
46.86,53.99,44.42,24.31,61.68,6.73,75.62,Kharif,Maharashtra,soybean
15.6,59.76,24.3,24.14,40.17,6.4,176.53,Kharif,Karnataka,pigeonpeas
96.12,61.17,41.31,21.99,81.45,6.19,175.41,Kharif,Punjab,rice
55.68,69.62,64.12,13.84,16.33,8.08,71.26,Rabi,Madhya Pradesh,chickpea
69.83,52.69,39.52,27.0,79.15,6.44,181.43,Kharif,West Bengal,jute
105.72,81.8,66.46,27.87,79.52,6.45,136.23,Annual,Tamil Nadu,banana
48.35,28.85,23.24,37.13,43.46,6.57,43.75,Kharif,Punjab,pearlmillet
38.21,21.31,20.37,20.83,53.2,6.73,52.62,Rabi,Madhya Pradesh,coriander
32.1,31.52,13.06,24.32,40.99,6.94,29.27,Kharif,Punjab,sesame
87.07,26.68,31.24,17.5,39.98,6.06,39.71,Rabi,West Bengal,mustard
129.39,31.53,11.96,25.25,74.86,6.63,81.64,Kharif,Punjab,cotton
57.07,20.96,19.21,20.69,56.33,6.23,84.05,Kharif,Tamil Nadu,fingermillet
124.24,25.75,56.62,24.46,80.03,6.57,66.66,Zaid,Kerala,watermelon
11.97,35.58,32.89,29.87,74.2,6.57,51.89,Kharif,West Bengal,mothbeans
12.11,14.96,15.55,22.62,91.05,6.52,137.29,Annual,Maharashtra,orange
29.13,70.03,29.98,27.73,71.29,6.18,131.06,Kharif,Telangana,soybean
128.77,68.66,32.05,17.44,51.02,6.31,84.86,Rabi,Punjab,wheat
78.66,53.88,48.81,26.58,65.96,6.89,61.48,Zaid,Tamil Nadu,cucumber
86.35,49.12,25.26,16.14,51.18,5.73,34.38,Rabi,West Bengal,mustard
19.8,8.06,13.49,25.8,89.36,6.11,94.72,Annual,Maharashtra,orange
73.67,60.65,45.04,18.47,56.47,6.23,49.41,Kharif,Telangana,tomato
57.05,70.27,29.21,25.79,69.2,6.74,75.93,Kharif,Tamil Nadu,blackgram
39.33,56.15,50.26,23.14,57.97,6.17,67.43,Kharif,Telangana,soybean
123.4,55.04,76.44,16.61,78.68,6.42,69.89,Rabi,West Bengal,cauliflower
86.31,44.46,42.81,29.27,61.56,6.79,63.01,Kharif,West Bengal,okra
93.61,69.02,82.27,19.57,85.68,6.13,80.69,Rabi,Uttar Pradesh,cauliflower
80.21,50.63,38.25,28.56,81.72,6.42,70.38,Zaid,West Bengal,cucumber
150.0,71.82,105.25,37.92,71.02,6.64,150.07,Annual,Kerala,sugarcane
30.75,12.76,34.05,26.17,96.17,6.34,168.43,Annual,Kerala,coconut
115.9,80.07,45.3,30.32,60.27,6.1,74.24,Kharif,West Bengal,brinjal
22.13,64.21,50.57,22.91,67.39,6.71,89.87,Kharif,Madhya Pradesh,soybean
104.29,83.27,53.25,25.14,80.92,6.92,134.36,Annual,Telangana,banana
18.7,28.54,5.46,24.4,93.27,6.06,88.47,Annual,Madhya Pradesh,orange
85.51,30.23,61.76,24.57,94.64,4.7,221.58,Annual,West Bengal,tea
22.84,34.78,18.1,17.25,46.94,6.89,44.01,Rabi,Kerala,fenugreek
30.39,31.93,38.27,25.94,67.76,5.73,78.97,Kharif,Andhra Pradesh,fingermillet
42.94,31.22,31.37,31.84,38.55,5.3,129.87,Annual,Karnataka,mango
26.66,53.47,25.91,29.61,53.74,6.54,37.78,Kharif,Maharashtra,mothbeans
147.11,57.69,121.94,25.54,76.0,6.06,168.31,Annual,Maharashtra,sugarcane
32.59,22.85,64.91,21.15,90.11,5.72,203.23,Annual,Kerala,blackpepper
25.13,39.42,23.62,27.96,51.07,6.75,49.66,Kharif,Andhra Pradesh,mothbeans
85.12,49.65,65.1,23.25,60.22,6.91,35.22,Rabi,Karnataka,onion
40.79,37.59,61.46,24.0,77.16,6.31,197.6,Annual,Karnataka,blackpepper
13.32,8.53,5.95,24.18,62.31,6.56,116.85,Annual,Telangana,guava
44.93,63.71,86.65,20.92,24.18,7.34,71.64,Rabi,Punjab,chickpea
15.43,7.56,23.67,23.88,95.48,5.58,184.99,Annual,Karnataka,coconut
87.05,60.6,19.71,27.17,78.98,5.98,186.73,Kharif,West Bengal,jute
79.32,14.6,71.08,23.03,58.1,6.44,46.1,Rabi,Karnataka,onion
28.46,69.01,6.55,20.06,60.53,6.46,27.83,Rabi,Andhra Pradesh,lentil
13.98,38.76,20.63,27.39,84.29,6.61,50.34,Kharif,Andhra Pradesh,mungbean
18.82,13.21,49.21,31.52,95.27,6.26,196.75,Annual,Andhra Pradesh,coconut
146.51,60.9,23.63,26.98,82.52,5.87,122.59,Annual,Andhra Pradesh,banana
5.48,15.67,10.1,16.39,89.15,6.37,102.86,Annual,Madhya Pradesh,orange
88.72,34.27,66.49,22.98,89.02,4.6,234.67,Annual,Kerala,tea
57.85,35.44,19.36,28.63,45.81,7.02,75.77,Kharif,West Bengal,sorghum
69.82,20.91,38.12,25.51,48.97,6.51,123.96,Annual,Karnataka,coffee
